pokedex_number,pokemon_name,type_1,type_2,ability_1,ability_2,ability_3,number_pokemon_with_typing,primary_color,shape,height,weight,bmi,hit_points,attack,defense,special_attack,special_defense,speed,total_stats,mean,standard_deviation,capture_rate,generation,base_happiness,base_experience,exp_type,exp_to_level_100,can_evolve,evolves_from,final_evolution,mega_evolution,is_default,baby_pokemon,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,genus,egg_group_1,egg_group_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
512,Simisage,Grass,,Gluttony,Overgrow,,43,Green,Upright,1.10,30.50,25.20,75,98,63,98,63,101,498,83.00,16.52,75,5,70,174,Medium Fast,1000000,FALSE,Pansage,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Thorn Monkey ,Field,,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
513,Pansear,Fire,,Gluttony,Blaze,,34,Red,Upright,0.60,11.00,30.60,50,53,48,53,48,64,316,52.67,5.47,190,5,70,63,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,High Temp ,Field,,20,1.00,0.50,2.00,1.00,0.50,0.50,1.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,0.50
514,Simisear,Fire,,Gluttony,Blaze,,34,Red,Upright,1.00,28.00,28.00,75,98,63,98,63,101,498,83.00,16.52,75,5,70,174,Medium Fast,1000000,FALSE,Pansear,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Ember ,Field,,20,1.00,0.50,2.00,1.00,0.50,0.50,1.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,0.50
515,Panpour,Water,,Gluttony,Torrent,,72,Blue,Upright,0.60,13.50,37.50,50,53,48,53,48,64,316,52.67,5.47,190,5,70,63,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Spray ,Field,,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
516,Simipour,Water,,Gluttony,Torrent,,72,Blue,Upright,1.00,29.00,29.00,75,98,63,98,63,101,498,83.00,16.52,75,5,70,174,Medium Fast,1000000,FALSE,Panpour,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.125,Geyser ,Field,,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
517,Munna,Psychic,,Forewarn,Synchronize,Telepathy,45,Pink,Quadruped,0.60,23.30,64.70,76,25,45,67,55,24,292,48.67,19.60,190,5,70,58,Fast,800000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Dream Eater ,Field,,10,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,1.00,2.00,1.00,1.00
518,Musharna,Psychic,,Forewarn,Synchronize,Telepathy,45,Pink,Humanoid,1.10,60.50,50.00,116,55,85,107,95,29,487,81.17,30.26,75,5,70,170,Fast,800000,FALSE,Munna,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Drowsing ,Field,,10,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,2.00,1.00,2.00,1.00,2.00,1.00,1.00
519,Pidove,Normal,Flying,Big Pecks,Super Luck,Rivalry,27,Gray,Wings,0.30,2.10,23.30,50,55,50,36,30,43,264,44.00,8.70,255,5,70,53,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Tiny Pigeon ,Flying,,15,1.00,1.00,1.00,2.00,0.50,2.00,1.00,1.00,0.00,1.00,1.00,0.50,2.00,0.00,1.00,1.00,1.00,1.00
520,Tranquill,Normal,Flying,Big Pecks,Super Luck,Rivalry,27,Gray,Wings,0.60,15.00,41.70,62,77,62,50,42,65,358,59.67,11.15,120,5,70,125,Medium Slow,1059860,TRUE,Pidove,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Wild Pigeon ,Flying,,15,1.00,1.00,1.00,2.00,0.50,2.00,1.00,1.00,0.00,1.00,1.00,0.50,2.00,0.00,1.00,1.00,1.00,1.00
521,Unfezant,Normal,Flying,Big Pecks,Super Luck,Rivalry,27,Gray,Wings,1.20,29.00,20.10,80,115,80,65,55,93,488,81.33,19.29,45,5,70,220,Medium Slow,1059860,FALSE,Tranquill,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Proud ,Flying,,15,1.00,1.00,1.00,2.00,0.50,2.00,1.00,1.00,0.00,1.00,1.00,0.50,2.00,0.00,1.00,1.00,1.00,1.00
522,Blitzle,Electric,,Lightning Rod,Motor Drive,Sap Sipper,34,Black,Quadruped,0.80,29.80,46.60,45,60,32,50,32,76,295,49.17,15.52,190,5,70,59,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Electrified ,Field,,20,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
523,Zebstrika,Electric,,Lightning Rod,Motor Drive,Sap Sipper,34,Black,Quadruped,1.60,79.50,31.10,75,100,63,80,63,116,497,82.83,19.37,75,5,70,174,Medium Fast,1000000,FALSE,Blitzle,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Thunderbolt ,Field,,20,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
524,Roggenrola,Rock,,Sturdy,Weak Armor,Sand Force,16,Blue,Legs,0.40,18.00,112.50,55,75,85,25,25,15,280,46.67,26.72,255,5,70,56,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Mantle ,Mineral,,15,0.50,0.50,2.00,1.00,2.00,1.00,2.00,0.50,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00
525,Boldore,Rock,,Sturdy,Weak Armor,Sand Force,16,Blue,Tentacles,0.90,102.00,125.90,70,105,105,50,40,20,390,65.00,31.89,120,5,70,137,Medium Slow,1059860,TRUE,Roggenrola,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Ore ,Mineral,,15,0.50,0.50,2.00,1.00,2.00,1.00,2.00,0.50,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00
526,Gigalith,Rock,,Sturdy,Sand Stream,Sand Force,16,Blue,Tentacles,1.70,260.00,90.00,85,135,130,60,80,25,515,85.83,38.23,45,5,70,232,Medium Slow,1059860,FALSE,Boldore,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Compressed ,Mineral,,15,0.50,0.50,2.00,1.00,2.00,1.00,2.00,0.50,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00
527,Woobat,Psychic,Flying,Unaware,Klutz,Simple,8,Blue,Wings,0.40,2.10,13.10,65,45,43,55,43,72,323,53.83,11.32,190,5,70,65,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Bat ,Field,Flying,15,1.00,1.00,1.00,2.00,0.50,2.00,0.25,1.00,0.00,1.00,0.50,1.00,2.00,2.00,1.00,2.00,1.00,1.00
528,Swoobat,Psychic,Flying,Unaware,Klutz,Simple,8,Blue,Wings,0.90,10.50,13.00,67,57,55,77,55,114,425,70.83,20.85,45,5,70,149,Medium Fast,1000000,FALSE,Woobat,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Courting ,Field,Flying,15,1.00,1.00,1.00,2.00,0.50,2.00,0.25,1.00,0.00,1.00,0.50,1.00,2.00,2.00,1.00,2.00,1.00,1.00
529,Drilbur,Ground,,Sand Rush,Sand Force,Mold Breaker,17,Gray,Upright,0.30,8.50,94.40,60,85,40,30,45,68,328,54.67,18.45,120,5,70,66,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Mole ,Field,,20,1.00,1.00,2.00,0.00,2.00,2.00,1.00,0.50,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,1.00
530,Excadrill,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,6,Gray,Humanoid,0.70,40.40,82.40,110,135,60,50,65,88,508,84.67,29.95,60,5,70,178,Medium Fast,1000000,FALSE,Drilbur,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Subterrene ,Field,,20,0.50,2.00,2.00,0.00,1.00,1.00,2.00,0.00,2.00,0.50,0.50,0.50,0.25,1.00,0.50,1.00,0.50,0.50
531,Audino,Normal,,Healer,Regenerator,Klutz,71,Pink,Upright,1.10,31.00,25.60,103,60,86,60,86,50,445,74.17,18.69,255,5,70,390,Fast,800000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Hearing ,Fairy,,20,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
531,Mega Audino,Normal,Fairy,Healer,,,5,Pink,Upright,1.50,32.00,14.20,103,60,126,80,126,50,545,90.83,29.88,255,6,70,425,Fast,800000,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Hearing ,Fairy,,20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,0.50,1.00,0.00,0.00,0.50,2.00,1.00
532,Timburr,Fighting,,Guts,Sheer Force,Iron Fist,29,Gray,Humanoid,0.60,12.50,34.70,75,80,55,25,35,35,305,50.83,20.90,180,5,70,61,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.250,Muscular ,Human-Like,,20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,0.50,0.50,1.00,1.00,0.50,1.00,2.00
533,Gurdurr,Fighting,,Guts,Sheer Force,Iron Fist,29,Gray,Humanoid,1.20,40.00,27.80,85,105,85,40,50,40,405,67.50,25.29,90,5,70,142,Medium Slow,1059860,TRUE,Timburr,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.250,Muscular ,Human-Like,,20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,0.50,0.50,1.00,1.00,0.50,1.00,2.00
534,Conkeldurr,Fighting,,Guts,Sheer Force,Iron Fist,29,Brown,Humanoid,1.40,87.00,44.40,105,140,95,55,65,45,505,84.17,32.71,45,5,70,227,Medium Slow,1059860,FALSE,Gurdurr,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.250,Muscular ,Human-Like,,20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,0.50,0.50,1.00,1.00,0.50,1.00,2.00
535,Tympole,Water,,Swift Swim,Hydration,Water Absorb,72,Blue,Fish,0.50,4.50,18.00,50,50,40,50,40,64,294,49.00,8.06,255,5,70,59,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Tadpole ,Water 1,,20,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
536,Palpitoad,Water,Ground,Swift Swim,Hydration,Water Absorb,10,Blue,Upright,0.80,17.00,26.60,75,65,55,65,55,69,384,64.00,7.19,120,5,70,134,Medium Slow,1059860,TRUE,Tympole,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Vibration ,Water 1,,20,1.00,0.50,1.00,0.00,4.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,1.00
537,Seismitoad,Water,Ground,Swift Swim,Poison Touch,Water Absorb,10,Blue,Humanoid,1.50,62.00,27.60,105,95,75,85,75,74,509,84.83,11.70,45,5,70,229,Medium Slow,1059860,FALSE,Palpitoad,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Vibration ,Water 1,,20,1.00,0.50,1.00,0.00,4.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,1.00
538,Throh,Fighting,,Guts,Inner Focus,Mold Breaker,29,Red,Humanoid,1.30,55.50,32.80,120,100,85,30,85,45,465,77.50,30.92,45,5,70,163,Medium Fast,1000000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.000,Judo ,Human-Like,,20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,0.50,0.50,1.00,1.00,0.50,1.00,2.00
539,Sawk,Fighting,,Sturdy,Inner Focus,Mold Breaker,29,Blue,Humanoid,1.40,51.00,26.00,75,125,75,30,75,85,465,77.50,27.65,45,5,70,163,Medium Fast,1000000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.000,Karate ,Human-Like,,20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,0.50,0.50,1.00,1.00,0.50,1.00,2.00
540,Sewaddle,Bug,Grass,Swarm,Chlorophyll,Overcoat,6,Yellow,Armor,0.30,2.50,27.80,45,53,70,40,60,42,310,51.67,10.66,255,5,70,62,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Sewing ,Bug,,15,1.00,4.00,0.50,0.50,0.25,2.00,0.50,2.00,0.25,4.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00
541,Swadloon,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,6,Green,Arms,0.50,7.30,29.20,55,63,90,50,80,42,380,63.33,16.79,120,5,70,133,Medium Slow,1059860,TRUE,Sewaddle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Leaf-Wrapped ,Bug,,15,1.00,4.00,0.50,0.50,0.25,2.00,0.50,2.00,0.25,4.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00
542,Leavanny,Bug,Grass,Swarm,Chlorophyll,Overcoat,6,Yellow,Humanoid,1.20,20.50,14.20,75,103,80,70,80,92,500,83.33,11.04,45,5,70,225,Medium Slow,1059860,FALSE,Swadloon,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Nurturing ,Bug,,15,1.00,4.00,0.50,0.50,0.25,2.00,0.50,2.00,0.25,4.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00
543,Venipede,Bug,Poison,Poison Point,Swarm,Speed Boost,13,Red,Armor,0.40,5.30,33.10,30,45,59,30,39,57,260,43.33,11.61,255,5,70,52,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Centipede ,Bug,,15,1.00,2.00,1.00,1.00,0.25,1.00,0.25,0.50,1.00,2.00,2.00,0.50,2.00,1.00,1.00,1.00,1.00,0.50
544,Whirlipede,Bug,Poison,Poison Point,Swarm,Speed Boost,13,Gray,Ball,1.20,58.50,40.60,40,55,99,40,79,47,360,60.00,21.89,120,5,70,126,Medium Slow,1059860,TRUE,Venipede,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Curlipede ,Bug,,15,1.00,2.00,1.00,1.00,0.25,1.00,0.25,0.50,1.00,2.00,2.00,0.50,2.00,1.00,1.00,1.00,1.00,0.50
545,Scolipede,Bug,Poison,Poison Point,Swarm,Speed Boost,13,Red,Armor,2.50,200.50,32.10,60,100,89,55,69,112,485,80.83,21.00,45,5,70,218,Medium Slow,1059860,FALSE,Whirlipede,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Megapede ,Bug,,20,1.00,2.00,1.00,1.00,0.25,1.00,0.25,0.50,1.00,2.00,2.00,0.50,2.00,1.00,1.00,1.00,1.00,0.50
546,Cottonee,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,5,Green,Ball,0.30,0.60,6.70,40,27,60,37,50,66,280,46.67,13.46,190,5,70,56,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Cotton Puff ,Grass,Fairy,20,1.00,2.00,0.50,0.50,0.50,2.00,0.50,4.00,0.50,2.00,1.00,1.00,1.00,1.00,0.00,0.50,2.00,1.00
547,Whimsicott,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,5,Green,Humanoid,0.70,6.60,13.50,60,67,85,77,75,116,480,80.00,17.91,75,5,70,168,Medium Fast,1000000,FALSE,Cottonee,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Windveiled ,Grass,Fairy,20,1.00,2.00,0.50,0.50,0.50,2.00,0.50,4.00,0.50,2.00,1.00,1.00,1.00,1.00,0.00,0.50,2.00,1.00
548,Petilil,Grass,,Chlorophyll,Own Tempo,Leaf Guard,43,Green,Blob,0.50,6.60,26.40,45,35,50,70,50,30,280,46.67,12.80,190,5,70,56,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.000,Bulb ,Grass,,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
549,Lilligant,Grass,,Chlorophyll,Own Tempo,Leaf Guard,43,Green,Blob,1.10,16.30,13.50,70,60,75,110,75,90,480,80.00,16.07,75,5,70,168,Medium Fast,1000000,FALSE,Petilil,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.000,Flowering ,Grass,,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
550,Basculin Blue Striped,Water,,Rock Head,Adaptability,Mold Breaker,72,Green,Fish,1.00,18.00,18.00,70,92,65,80,55,98,460,76.67,15.01,25,4,70,161,Medium Fast,1000000,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Hostile ,Water 2,,40,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
550,Basculin Red Striped,Water,,Reckless,Adaptability,Mold Breaker,72,Green,Fish,1.00,18.00,18.00,70,92,65,80,55,98,460,76.67,15.01,25,5,70,161,Medium Fast,1000000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Hostile ,Water 2,,40,1.00,0.50,0.50,2.00,2.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00
551,Sandile,Ground,Dark,Intimidate,Moxie,Anger Point,3,Brown,Quadruped,0.70,15.20,31.00,50,72,35,35,35,65,292,48.67,15.13,180,5,70,58,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Desert Croc ,Field,,20,1.00,1.00,2.00,0.00,2.00,2.00,2.00,0.50,1.00,1.00,0.00,2.00,0.50,0.50,1.00,0.50,1.00,2.00
552,Krokorok,Ground,Dark,Intimidate,Moxie,Anger Point,3,Brown,Quadruped,1.00,33.40,33.40,60,82,45,45,45,74,351,58.50,14.95,90,5,70,123,Medium Slow,1059860,TRUE,Sandile,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Desert Croc ,Field,,20,1.00,1.00,2.00,0.00,2.00,2.00,2.00,0.50,1.00,1.00,0.00,2.00,0.50,0.50,1.00,0.50,1.00,2.00
553,Krookodile,Ground,Dark,Intimidate,Moxie,Anger Point,3,Red,Upright,1.50,96.30,42.80,95,117,80,65,70,92,519,86.50,17.37,45,5,70,234,Medium Slow,1059860,FALSE,Krokorok,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Intimidation ,Field,,20,1.00,1.00,2.00,0.00,2.00,2.00,2.00,0.50,1.00,1.00,0.00,2.00,0.50,0.50,1.00,0.50,1.00,2.00
554,Darumaka,Fire,,Hustle,Inner Focus,,34,Red,Humanoid,0.60,37.50,104.20,70,90,45,15,45,50,315,52.50,23.23,120,5,70,63,Medium Slow,1059860,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Zen Charm ,Field,,20,1.00,0.50,2.00,1.00,0.50,0.50,1.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,0.50
554,Galarian Darumaka,Ice,,Hustle,Inner Focus,,20,Red,Humanoid,0.70,40.00,81.60,70,90,45,15,45,50,315,52.50,23.23,120,8,70,63,Medium Slow,1059860,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.500,Zen Charm ,Field,,20,1.00,2.00,1.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00
555,Darmanitan,Fire,,Sheer Force,Zen Mode,,34,Red,Quadruped,1.30,92.90,55.00,105,140,55,30,55,95,480,80.00,36.97,60,5,70,168,Medium Slow,1059860,FALSE,Darumaka,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Blazing ,Field,,20,1.00,0.50,2.00,1.00,0.50,0.50,1.00,1.00,2.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,0.50,0.50
555,Darmanitan Zen Mode,Fire,Psychic,Sheer Force,Zen Mode,,3,Red,Quadruped,1.30,92.90,55.00,105,30,105,140,105,55,540,90.00,36.51,60,5,70,189,Medium Slow,1059860,FALSE,Darumaka,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.500,Blazing ,Field,,20,1.00,0.50,2.00,1.00,0.50,0.50,0.50,1.00,2.00,1.00,0.50,1.00,2.00,2.00,1.00,2.00,0.50,0.50
555,Galarian Darmanitan,Ice,,Gorilla Tactics,Zen Mode,,20,Red,Quadruped,1.70,120.00,41.50,105,140,55,30,55,95,480,80.00,36.97,60,8,70,168,Medium Slow,1059860,FALSE,Darumaka,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.500,Blazing ,Field,,20,1.00,2.00,1.00,1.00,1.00,0.50,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00
555,Galarian Darmanitan Zen-Mode,Ice,Fire,Gorilla Tactics,Zen Mode,,1,Red,Quadruped,1.70,120.00,41.50,105,160,55,30,55,135,540,90.00,46.90,60,8,70,168,Medium Slow,1059860,FALSE,Darumaka,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.500,Blazing ,Field,,20,1.00,1.00,2.00,1.00,0.50,0.25,2.00,1.00,2.00,1.00,1.00,0.50,4.00,1.00,1.00,1.00,1.00,0.50
556,Maractus,Grass,,Water Absorb,Chlorophyll,Storm Drain,43,Green,Blob,1.00,28.00,28.00,75,86,67,106,67,60,461,76.83,15.36,255,5,70,161,Medium Fast,1000000,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Cactus ,Grass,,20,1.00,2.00,0.50,0.50,0.50,2.00,1.00,2.00,0.50,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
557,Dwebble,Bug,Rock,Sturdy,Shell Armor,Weak Armor,5,Red,Armor,0.30,14.50,161.10,50,65,85,35,35,55,325,54.17,17.42,190,5,70,65,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Rock Inn ,Bug,Mineral,20,0.50,1.00,2.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00
558,Crustle,Bug,Rock,Sturdy,Shell Armor,Weak Armor,5,Red,Armor,1.40,200.00,102.00,70,105,125,65,75,45,485,80.83,26.52,75,5,70,170,Medium Fast,1000000,FALSE,Dwebble,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Stone Home ,Bug,Mineral,20,0.50,1.00,2.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00
559,Scraggy,Dark,Fighting,Shed Skin,Moxie,Intimidate,4,Yellow,Upright,0.60,11.80,32.80,50,75,70,35,70,48,348,58.00,14.55,180,5,35,70,Medium Fast,1000000,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Shedding ,Field,Dragon,15,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,0.00,1.00,0.50,0.50,1.00,0.25,1.00,4.00
560,Scrafty,Dark,Fighting,Shed Skin,Moxie,Intimidate,4,Red,Upright,1.10,30.00,24.80,65,90,115,45,115,58,488,81.33,27.30,90,5,70,171,Medium Fast,1000000,FALSE,Scraggy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500,Hoodlum ,Field,Dragon,15,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,0.00,1.00,0.50,0.50,1.00,0.25,1.00,4.00
